,actor_2_name,profit_millions,VAR
81,Michael Fassbender,18.533719999999995,1.1145817903492077
82,Michael Rapaport,16.488049999999998,0.9915591844684853
130,Zooey Deschanel,16.384775000000005,0.9853484272973234
47,Gary Cole,15.684000000000001,0.9432051849190005
75,Loretta Devine,15.50545,0.9324675359922415
83,Mike Epps,15.45974,0.9297186257013306
45,Frankie Muniz,15.421574999999999,0.9274234570018639
104,Robert De Niro,14.838579999999999,0.8923632742180171
93,Noah Emmerich,14.486799999999999,0.8712079107934567
57,Jay Hernandez,14.361916666666668,0.8636976705798654
121,Tyler Labine,14.288774999999996,0.8592990733321211
35,Demi Moore,12.978625,0.7805092063962867
102,Ray Winstone,11.847700000000001,0.7124975815713366
119,Thomas Lennon,11.767119999999998,0.7076516574575407
103,Rip Torn,11.140800000000002,0.669985993633359
4,Amber Valletta,10.887239999999998,0.6547373895344005
31,Curtis Armstrong,10.245549999999998,0.6161474038731741
30,Common,9.079175,0.5460038851560167
1,Adam Scott,8.96972,0.5394214748324189
40,Dorian Missick,8.6112,0.5178607809471115
108,Salma Hayek,8.3348,0.5012386237734561
87,Morgan Freeman,8.165715384615384,0.49107020462522827
29,Colin Salmon,7.894299999999997,0.4747478125035745
42,Eddie Griffin,7.691583333333334,0.4625568273550478
79,Mekhi Phifer,5.828974999999998,0.35054319323917554
92,Nick Cannon,5.536350000000001,0.33294529619525054
46,Fred Willard,5.312114285714286,0.31946019747309407
44,Ethan Embry,4.769025000000001,0.2867998665524316
60,Jim Broadbent,4.586283333333335,0.2758101389637591
14,Bruce Dern,4.02545,0.24208271561031564
125,Vinessa Shaw,3.9261000000000004,0.23610800028758533
37,Diedrich Bader,2.64664,0.15916377012331187
88,Naomi Watts,2.5759000000000003,0.15490960442698634
32,Dave Chappelle,2.4342500000000014,0.14639104956574076
20,Charlize Theron,1.9908083333333346,0.11972333219714072
100,RZA,1.730879999999999,0.10409174894622537
101,Rainn Wilson,1.3511249999999975,0.08125402355736305
114,Snoop Dogg,0.3913999999999994,0.023538032987585836
36,Dennis Quaid,0.30348571428571447,0.018251039228712844
105,Robert Duvall,0.2160999999999987,0.012995832725133561
59,Jennifer Jason Leigh,-0.17014999999999914,-0.010232489302089207
128,Will Patton,-0.32969999999999855,-0.01982751526828571
67,Kirsten Dunst,-0.6878333333333334,-0.04136495577404484
91,Nia Long,-1.2584,-0.0756777228195658
33,Debi Mazar,-1.7789750000000004,-0.10698408848771226
117,Sylvester Stallone,-2.0040199999999997,-0.12051785607506854
109,Sam Shepard,-2.097025,-0.12611099546702162
120,Tom Wilkinson,-2.413062500000001,-0.14511687461958725
11,Brad Pitt,-2.5894200000000014,-0.1557226708705024
126,Virginia Madsen,-2.88715,-0.17362757266251544
53,James Frain,-3.2623800000000003,-0.19619317337261216
107,Rosario Dawson,-3.8021999999999982,-0.22865689582370707
49,Harry Connick Jr.,-4.147499999999999,-0.24942256468066523
85,Mila Kunis,-4.258875,-0.2561204400613305
3,Alison Lohman,-5.649274999999999,-0.3397363855542773
28,Cole Hauser,-5.852180000000002,-0.35193869670232586
2,Al Pacino,-5.988925,-0.36016227442559456
39,Don Cheadle,-6.118200000000002,-0.3679366209112108
76,Mark Margolis,-6.53878,-0.3932294822140182
112,Scott Glenn,-6.652271428571429,-0.40005463548311004
38,Dominic Cooper,-7.730425000000002,-0.4648926894687239
56,Jason Flemyng,-8.996860000000002,-0.5410536215245065
6,Angelina Jolie Pitt,-9.218671428571426,-0.554392928429815
95,Olivia Wilde,-9.582980000000001,-0.5763017357163405
96,Olivia Williams,-9.97524,-0.5998914874274044
17,Bruce Willis,-11.501687500000001,-0.6916890643533574
84,Mike Starr,-12.756675,-0.7671615660754011
8,Anne Heche,-13.228175,-0.7955166569125159
13,Bridget Fonda,-13.4192,-0.8070045280199599
122,Udo Kier,-14.563220000000001,-0.87580366061694
94,Oliver Platt,-15.41028,-0.9267441977208349
74,Logan Lerman,-16.978725,-1.02106742242501
23,Chris Klein,-17.029775,-1.0241374699058896
55,Janeane Garofalo,-20.23586,-1.2169451717224562
86,Minnie Driver,-20.712675,-1.2456198962982759
61,Joe Morton,-22.982625000000002,-1.3821302641576796
123,Viggo Mortensen,-23.874460000000003,-1.4357634824752157
129,William Hurt,-29.019814285714286,-1.7451950586376048
27,Clifton Collins Jr.,-29.106099999999998,-1.7503841132855724
9,Anthony Hopkins,-32.867625,-1.9765948939029176
90,Nathan Lane,-34.71598,-2.0877513603381996
19,Cary-Hiroyuki Tagawa,-41.21357499999999,-2.478504056940072
