,actor_3_name,profit_millions,VAR
16,Billy Crudup,-9.702466666666668,-0.7052218329585629
136,Omar Epps,-10.707066666666668,-0.7782409813596745
163,Sissy Spacek,-11.360333333333335,-0.825723537281268
43,Dash Mihok,-11.835466666666667,-0.8602585077938913
88,Jordi Mollà,-11.995774999999998,-0.8719104866726505
189,Will Forte,-12.184833333333335,-0.8856521535033629
180,Tony Curran,-13.77606666666667,-1.0013106274307593
50,Ellen Barkin,-14.600866666666667,-1.0612610490923524
36,Common,-14.816374999999999,-1.0769252288388613
35,Clifton Collins Jr.,-15.349859999999998,-1.1157014784753008
94,Julia Ormond,-15.696600000000002,-1.140904205447829
193,Zoë Bell,-16.277033333333335,-1.1830928852244749
93,Judy Greer,-16.567666666666664,-1.2042175104454345
131,Nicholas Turturro,-16.717766666666666,-1.2151274986745872
59,Gary Oldman,-18.170775000000003,-1.3207391163529856
83,Joey Slotnick,-18.288999999999998,-1.3293322766354074
78,Jeffrey DeMunn,-19.563225000000003,-1.4219490637859218
147,Richard Schiff,-19.8341,-1.441637558533235
79,Jeremy Northam,-20.049899999999997,-1.4573229380125898
178,Tom Everett Scott,-20.25455,-1.4721978819905785
118,Michael Angarano,-20.5008,-1.4900965135790456
92,Judy Davis,-21.08536666666667,-1.5325856238554507
129,Nathan Lane,-21.332966666666668,-1.5505823799216614
105,Larenz Tate,-23.236433333333334,-1.6889354707139195
132,Noah Emmerich,-25.931,-1.8847895054640906
27,Catherine McCormack,-26.018866666666668,-1.8911760764105812
141,Rafe Spall,-26.1285,-1.8991447531340284
51,Ethan Embry,-29.469833333333337,-2.1420088926166563
179,Tom Wilkinson,-30.139825000000002,-2.190707101790299
42,Danny Woodburn,-30.49303333333333,-2.216379978266683
30,Charlize Theron,-30.789599999999997,-2.237935866624394
5,Andre Braugher,-31.364366666666665,-2.279712665877177
115,Matt Craven,-37.638075,-2.735715890859217
