,num_critic_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_users_voted,cast_total_facebook_likes,num_user_reviews,budget,title_year,actor_2_facebook_likes,movie_score,aspect_ratio,movie_facebook_likes,budget_millions,gross_millions,profit_millions,roi,profit_margin
num_critic_reviews,1.0,0.3429386168135766,0.2218030975141712,0.23135686534805835,0.15561075878103958,0.4871099317556087,0.657130431457634,0.22349514408903864,0.5525166692403901,0.43275134675397675,0.5201622563867674,0.2531176364891653,0.4295063122043681,0.15182702100279155,0.7150601648968231,0.4327513472204045,0.48710993984600837,0.2906765536990376,0.03443262816922165,0.0346903800410385
duration,0.3429386168135766,1.0,0.22872196871148445,0.15723756215017745,0.10890525292648962,0.30491649243360686,0.4095495916845846,0.15408969741064954,0.42484000222448554,0.3705718897385352,0.022344403922875067,0.1642282892614684,0.38043784925145896,0.1765070540815694,0.2859175130872325,0.37057188990512324,0.30491649876921856,0.0958150005176615,-0.03801719842834138,0.017731577981979583
director_facebook_likes,0.2218030975141712,0.22872196871148445,1.0,0.14253211046356146,0.08272105295979186,0.11877440776783578,0.3240152856215694,0.1189407075118321,0.245209951160704,0.12090554157545076,-0.00608597240150318,0.12198388004739459,0.19518291736014104,0.04357709754301125,0.19094052298583714,0.12090554153857817,0.1187744065426593,0.05758164551003133,-0.0071710916273778616,0.0034416177423394413
actor_3_facebook_likes,0.23135686534805835,0.15723756215017745,0.14253211046356146,1.0,0.2343867487850178,0.2614143063018432,0.2769429155505808,0.4651983678672212,0.19606330219572418,0.23361180238360935,0.10158857881297462,0.5352413921646562,0.10478013273106404,0.042596557640692076,0.25062460055002006,0.23361180238411042,0.261414301961497,0.1548119021010195,-0.012513761582997449,0.009986861888427442
actor_1_facebook_likes,0.15561075878103958,0.10890525292648962,0.08272105295979186,0.2343867487850178,1.0,0.12568678111612777,0.1748421464336529,0.9474144309439955,0.11365500474829375,0.13817666326269196,0.07240534009916598,0.369326743854949,0.11520609319878035,0.04821382814580349,0.11407113980448057,0.1381766631633387,0.12568677771523343,0.05208846291252083,-0.01529637802951934,0.011647829015122393
gross,0.4871099317556087,0.30491649243360686,0.11877440776783578,0.2614143063018432,0.12568678111612777,1.0,0.661116729733973,0.20828573190931934,0.5768932721640224,0.6820847863039738,0.10858347341430184,0.23525664553908618,0.23711688374095388,0.06496734487548003,0.3629691377224829,0.6820847863935763,0.9999999999999141,0.7750285028314051,0.0170016765230542,0.03120237970305503
num_users_voted,0.657130431457634,0.4095495916845846,0.3240152856215694,0.2769429155505808,0.1748421464336529,0.661116729733973,1.0,0.24664361825743536,0.7958779959267395,0.45907446265916363,0.09955146469637813,0.2517660833898674,0.4934522838298112,0.10046940386939827,0.5324816453973885,0.4590744628109388,0.6611167387496185,0.5053529438979966,0.009249761379015,0.02443407599794817
cast_total_facebook_likes,0.22349514408903864,0.15408969741064954,0.1189407075118321,0.4651983678672212,0.9474144309439955,0.20828573190931934,0.24664361825743536,1.0,0.16835277529726528,0.20942166512030316,0.10393003626693666,0.6198226840087613,0.13637847822507773,0.06014282544570208,0.1851945388903996,0.20942166502522636,0.20828572943520104,0.10322447413251355,-0.018525025349750403,0.014991684050951587
num_user_reviews,0.5525166692403901,0.42484000222448554,0.245209951160704,0.19606330219572418,0.11365500474829375,0.5768932721640224,0.7958779959267395,0.16835277529726528,1.0,0.4203660696288451,-0.03957326134932184,0.18398537027606,0.3466474811274195,0.08239625992380252,0.35778000934327,0.42036606983502184,0.5768932808683616,0.4238840167046057,0.07197357737934496,0.026455733684933855
budget,0.43275134675397675,0.3705718897385352,0.12090554157545076,0.23361180238360935,0.13817666326269196,0.6820847863039738,0.45907446265916363,0.20942166512030316,0.4203660696288451,1.0,0.1225435762126533,0.22541797520591592,0.10450210114440625,0.14206821391063787,0.28953710729064014,1.0000000000000162,0.682084782643476,0.06652446411998705,-0.03215855745502346,0.022034520120452112
title_year,0.5201622563867674,0.022344403922875067,-0.00608597240150318,0.10158857881297462,0.07240534009916598,0.10858347341430184,0.09955146469637813,0.10393003626693666,-0.03957326134932184,0.1225435762126533,1.0,0.12319070719621678,0.04218409914299758,0.17146358270176104,0.44235902043847786,0.12254357644391406,0.10858348035201917,0.04226114697016757,-0.00636668374586961,-0.03265353921742934
actor_2_facebook_likes,0.2531176364891653,0.1642282892614684,0.12198388004739459,0.5352413921646562,0.369326743854949,0.23525664553908618,0.2517660833898674,0.6198226840087613,0.18398537027606,0.22541797520591592,0.12319070719621678,1.0,0.12610971932406675,0.06209204993374192,0.2239538927854452,0.22541797516325413,0.23525664971217103,0.12620177966992305,-0.01354087000278675,0.01305876046864979
movie_score,0.4295063122043681,0.38043784925145896,0.19518291736014104,0.10478013273106404,0.11520609319878035,0.23711688374095388,0.4934522838298112,0.13637847822507773,0.3466474811274195,0.10450210114440625,0.04218409914299758,0.12610971932406675,1.0,0.0733785144350289,0.32165543607395547,0.10450210123301854,0.23711688196953104,0.23322886555942138,0.006757221979132215,0.023935090382154346
aspect_ratio,0.15182702100279155,0.1765070540815694,0.04357709754301125,0.042596557640692076,0.04821382814580349,0.06496734487548003,0.10046940386939827,0.06014282544570208,0.08239625992380252,0.14206821391063787,0.17146358270176104,0.06209204993374192,0.0733785144350289,1.0,0.09920140709779032,0.1420682142226955,0.06496735139999103,-0.034122958663869045,-0.04181309202922745,-0.011093562003379295
movie_facebook_likes,0.7150601648968231,0.2859175130872325,0.19094052298583714,0.25062460055002006,0.11407113980448057,0.3629691377224829,0.5324816453973885,0.1851945388903996,0.35778000934327,0.28953710729064014,0.44235902043847786,0.2239538927854452,0.32165543607395547,0.09920140709779032,1.0,0.28953710722097753,0.3629691483001023,0.24505070870299855,-0.002565395694388888,0.015304386364052734
budget_millions,0.4327513472204045,0.37057188990512324,0.12090554153857817,0.23361180238411042,0.1381766631633387,0.6820847863935763,0.4590744628109388,0.20942166502522636,0.42036606983502184,1.0000000000000162,0.12254357644391406,0.22541797516325413,0.10450210123301854,0.1420682142226955,0.28953710722097753,1.0,0.6820847827330784,0.06652446424225307,-0.03215856022184986,0.022034520140936355
gross_millions,0.48710993984600837,0.30491649876921856,0.1187744065426593,0.261414301961497,0.12568677771523343,0.9999999999999141,0.6611167387496185,0.20828572943520104,0.5768932808683616,0.682084782643476,0.10858348035201917,0.23525664971217103,0.23711688196953104,0.06496735139999103,0.3629691483001023,0.6820847827330784,1.0,0.7750285059947217,0.017001678144620988,0.031202365710152544
profit_millions,0.2906765536990376,0.0958150005176615,0.05758164551003133,0.1548119021010195,0.05208846291252083,0.7750285028314051,0.5053529438979966,0.10322447413251355,0.4238840167046057,0.06652446411998705,0.04226114697016757,0.12620177966992305,0.23322886555942138,-0.034122958663869045,0.24505070870299855,0.06652446424225307,0.7750285059947217,1.0,0.0509875926825943,0.02353300540587768
roi,0.03443262816922165,-0.03801719842834138,-0.0071710916273778616,-0.012513761582997449,-0.01529637802951934,0.0170016765230542,0.009249761379015,-0.018525025349750403,0.07197357737934496,-0.03215855745502346,-0.00636668374586961,-0.01354087000278675,0.006757221979132215,-0.04181309202922745,-0.002565395694388888,-0.03215856022184986,0.017001678144620988,0.0509875926825943,1.0,0.0017894104057128413
profit_margin,0.0346903800410385,0.017731577981979583,0.0034416177423394413,0.009986861888427442,0.011647829015122393,0.03120237970305503,0.02443407599794817,0.014991684050951587,0.026455733684933855,0.022034520120452112,-0.03265353921742934,0.01305876046864979,0.023935090382154346,-0.011093562003379295,0.015304386364052734,0.022034520140936355,0.031202365710152544,0.02353300540587768,0.0017894104057128413,1.0
